"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","good_condition","renovated","city"
"10593",373000,3,1.75,1310,7811,1,0,0,3,7,1310,0,1976,0,98034,47.7319,-122.167,1530,7800,"yes","no","Kirkland"
"10257",720001,3,2.5,1430,2200,1.5,0,0,4,7,1430,0,1910,0,98103,47.6601,-122.331,1740,4275,"yes","no","Seattle"
"18684",570000,3,1.75,1210,7350,1,0,0,3,7,1210,0,1977,0,98033,47.7,-122.172,1610,7313,"yes","no","Kirkland"
"15846",255000,3,2,1290,13282,1,0,0,3,7,1290,0,1978,0,98030,47.3787,-122.169,1290,12357,"yes","no","Kent"
"4989",490000,3,2,2220,10275,2,0,0,3,9,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,"yes","no","Issaquah"
"19783",362500,3,2.5,1800,2700,2,0,0,3,8,1800,0,2011,0,98126,47.5458,-122.369,1380,1200,"yes","no","Seattle"
"12469",850000,5,3.5,3870,65556,2,0,0,3,10,3870,0,1994,0,98053,47.6403,-121.992,4290,67019,"yes","no","Redmond"
"10764",709000,4,1.75,2170,4600,1,0,0,3,7,1270,900,1950,0,98117,47.6894,-122.384,1750,4000,"yes","no","Seattle"
"15848",719000,4,2.75,2210,3400,1.5,0,0,5,7,1470,740,1926,0,98115,47.6826,-122.311,1500,3400,"yes","no","Seattle"
"18698",335000,3,1.75,2390,30409,1,0,0,3,7,1560,830,1953,0,98168,47.4789,-122.296,1750,13500,"yes","no","Seattle"
"10411",422800,3,1.75,1820,8400,1,0,0,3,7,1340,480,1976,0,98072,47.734,-122.17,1900,8112,"yes","no","Woodinville"
"10558",445000,4,2.5,2360,81892,1,0,0,3,8,2360,0,2000,0,98042,47.369,-122.156,1730,18096,"yes","no","Kent"
"4986",567500,3,1,1440,3060,1.5,0,0,4,7,1440,0,1910,0,98115,47.6769,-122.307,1440,3570,"yes","no","Seattle"
"10342",785000,4,2.75,2900,17400,1,0,0,4,8,2410,490,1978,0,98052,47.6431,-122.108,2620,12240,"yes","no","Redmond"
"7819",650000,4,2.5,2240,9934,1,0,0,4,8,1490,750,1968,0,98005,47.6147,-122.166,2640,11622,"yes","no","Bellevue"
"14691",565000,3,2.5,4040,8653,2,0,0,3,9,2900,1140,2006,0,98019,47.7378,-121.975,3360,8653,"yes","no","Duvall"
"2565",1620000,4,3,3900,9750,1,0,4,5,10,2520,1380,1972,0,98006,47.5605,-122.158,3410,9450,"yes","no","Bellevue"
"8062",505000,3,1.75,1240,4550,1.5,0,0,4,7,1240,0,1951,0,98116,47.5803,-122.398,2110,5700,"yes","no","Seattle"
"9489",645000,4,2.5,2430,14400,1,0,0,5,8,1670,760,1963,0,98007,47.6202,-122.138,2140,9048,"yes","no","Bellevue"
"13394",455000,2,1,1140,11480,1,0,0,3,6,1140,0,1907,0,98118,47.5328,-122.274,1550,8150,"yes","no","Seattle"
"5269",495000,3,1,1570,5510,1,0,0,4,7,1070,500,1940,0,98115,47.6942,-122.319,1770,6380,"yes","no","Seattle"
"4291",192950,3,1,1170,3330,2,0,0,4,6,1170,0,1969,0,98092,47.3155,-122.182,1090,3330,"yes","no","Auburn"
"19178",735000,4,3,2370,3672,1.5,0,0,5,7,1650,720,1916,0,98115,47.678,-122.311,2140,4182,"yes","no","Seattle"
"13486",470000,3,1.75,1310,8600,1,0,0,4,7,1310,0,1987,0,98033,47.686,-122.185,2510,8515,"yes","no","Kirkland"
"876",1095000,0,0,3064,4764,3.5,0,2,3,7,3064,0,1990,0,98102,47.6362,-122.322,2360,4000,"yes","no","Seattle"
"4030",526000,2,1,1450,4500,1.5,0,0,4,7,1450,0,1921,0,98107,47.6739,-122.396,1470,5000,"yes","no","Seattle"
"1383",503000,4,2.5,2470,5044,2,0,0,3,9,2470,0,2005,0,98155,47.7728,-122.271,2790,5583,"yes","no","Seattle"
"2730",385000,3,1,810,4600,1,0,0,3,6,810,0,1918,0,98144,47.5712,-122.316,1520,4800,"yes","no","Seattle"
"5611",335000,3,1,950,8000,1,0,0,3,7,950,0,1968,0,98034,47.7193,-122.184,2270,8540,"yes","no","Kirkland"
"5075",435000,4,2.5,2130,10375,2,0,0,4,8,2130,0,1986,0,98058,47.4381,-122.16,2220,8508,"yes","no","Renton"
"9091",499950,3,1,980,6380,1,0,0,3,7,760,220,1941,0,98115,47.692,-122.308,1390,6380,"yes","no","Seattle"
"6047",245000,4,2,1830,10416,1,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271,"yes","no","Seattle"
"11252",450000,3,2,1540,67756,1,0,0,3,7,1540,0,1900,1973,98077,47.721,-122.078,2060,67756,"yes","yes","Woodinville"
"20205",550000,4,2.5,3148,9612,2,0,3,3,9,3148,0,2014,0,98198,47.3994,-122.311,3000,11475,"yes","no","Seattle"
"8469",238000,3,1,1240,5700,1.5,0,0,5,6,1240,0,1953,0,98056,47.4927,-122.169,1140,5700,"yes","no","Renton"
"18223",529999,3,2.5,1710,1664,2,0,0,5,8,1300,410,2003,0,98199,47.6456,-122.383,1470,5400,"yes","no","Seattle"
"13336",440000,3,1.75,1640,8529,1,0,0,5,7,1640,0,1951,0,98155,47.7751,-122.32,1730,7769,"yes","no","Seattle"
"11798",530000,5,2.25,2140,7910,1,0,0,3,7,1070,1070,1962,0,98007,47.6071,-122.137,1680,8700,"yes","no","Bellevue"
"18792",1700000,3,2.75,2810,18731,2,1,4,4,10,2810,0,1974,0,98052,47.6361,-122.093,3120,14810,"yes","no","Redmond"
"19895",472000,3,2.5,1860,415126,2,0,0,3,7,1860,0,2006,0,98038,47.3974,-122.005,2070,54014,"yes","no","Maple Valley"
"17176",560000,4,1.75,1880,3880,1.5,0,0,4,7,1090,790,1944,0,98107,47.6635,-122.362,1390,3880,"yes","no","Seattle"
"1851",353500,4,2.25,1760,9602,2,0,0,3,7,1760,0,1987,0,98058,47.4248,-122.158,1860,9656,"yes","no","Renton"
"4528",274000,3,1.75,1590,7620,1,0,0,4,7,1090,500,1984,0,98038,47.3655,-122.048,1590,7620,"yes","no","Maple Valley"
"6317",470000,4,2.5,1990,30083,2,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627,"yes","no","Seattle"
"7324",435000,4,1,1450,8800,1,0,0,4,7,1450,0,1954,0,98006,47.5746,-122.135,1260,8942,"yes","no","Bellevue"
"19639",834950,5,2.75,3230,6500,2,0,0,3,9,3230,0,2014,0,98074,47.6237,-122.023,3180,7624,"yes","no","Sammamish"
"8498",209500,3,1.5,970,5488,1,0,0,3,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,"yes","no","Seattle"
"14570",887200,3,1,1400,5100,1.5,0,0,3,7,1400,0,1900,0,98103,47.6677,-122.333,1740,3060,"yes","no","Seattle"
"4543",300000,4,1,1730,177657,1.5,0,0,3,5,1730,0,1948,0,98065,47.5163,-121.829,1400,45175,"yes","no","Snoqualmie"
"18664",535000,4,1,1660,10656,1.5,0,0,4,7,1180,480,1920,0,98136,47.5391,-122.385,1120,8816,"yes","no","Seattle"
"19402",229999,3,1.75,1310,6960,1,0,0,4,7,1310,0,1974,0,98092,47.2761,-122.153,1580,7200,"yes","no","Auburn"
"15144",285000,5,1.5,1840,8050,1.5,0,0,4,7,1840,0,1962,0,98198,47.3668,-122.312,1690,8151,"yes","no","Seattle"
"7362",700000,3,2.5,2490,23891,2,0,0,3,9,2490,0,1993,0,98053,47.6716,-122.029,2900,34705,"yes","no","Redmond"
"2065",550000,3,2.5,1900,3255,2,0,0,3,8,1900,0,1988,2000,98007,47.6075,-122.147,1880,3350,"yes","yes","Bellevue"
"17451",795000,5,3,2750,10000,1,0,0,4,7,1730,1020,1957,0,98008,47.5878,-122.13,2520,10000,"yes","no","Bellevue"
"5283",515000,5,2.5,3810,15916,1.5,0,0,5,8,3810,0,1967,0,98058,47.4521,-122.14,2470,11662,"yes","no","Renton"
"17587",840000,4,2.5,3450,43216,2,0,0,3,9,3450,0,2000,0,98072,47.7625,-122.025,3030,50481,"yes","no","Woodinville"
"14166",228950,4,3,2160,5200,1,0,0,3,7,1320,840,1978,0,98042,47.3627,-122.091,1460,5144,"yes","no","Kent"
"7557",440000,3,2.5,1390,4997,2,0,0,3,7,1390,0,2004,0,98065,47.5303,-121.855,2340,4125,"yes","no","Snoqualmie"
"17124",180000,2,1,770,9370,1,0,0,3,7,770,0,1947,0,98155,47.762,-122.321,1060,9352,"yes","no","Seattle"
"12937",360000,4,2.5,2340,13445,2,0,0,3,8,2340,0,1990,0,98042,47.374,-122.125,2340,11188,"yes","no","Kent"
"20584",749000,4,2.75,2700,6000,2,0,0,4,8,2100,600,1910,0,98116,47.586,-122.383,2050,5400,"yes","no","Seattle"
"16571",340000,4,1,1200,11834,1,1,3,3,6,1200,0,1972,0,98070,47.4557,-122.443,1670,47462,"yes","no","Vashon"
"7376",250000,1,1,780,1033,1,0,0,3,7,780,0,1922,1985,98122,47.6155,-122.306,1040,1319,"yes","yes","Seattle"
"7336",445500,3,1.75,1880,9360,1,0,0,4,7,940,940,1941,0,98125,47.7131,-122.283,1390,7200,"yes","no","Seattle"
"1339",825000,4,2.5,3370,5000,2,0,0,3,9,3370,0,2006,0,98027,47.541,-121.998,3370,5237,"yes","no","Issaquah"
"19028",623000,3,1.75,2050,16313,1,0,0,2,8,2050,0,1973,0,98040,47.5743,-122.212,3180,10264,"no","no","Mercer Island"
"2270",235000,3,1.5,1300,7600,1,0,0,4,7,1300,0,1963,0,98022,47.2083,-122.005,1570,7600,"yes","no","Enumclaw"
"7939",545000,3,2.25,2290,14585,2,0,0,3,8,2290,0,1981,0,98075,47.5874,-122.074,1660,36961,"yes","no","Sammamish"
"9512",267500,3,2.5,1400,7629,1,0,0,3,7,1120,280,1988,0,98030,47.3788,-122.179,1530,7688,"yes","no","Kent"
"11850",385000,4,3,2120,13000,2,0,0,4,8,2120,0,1978,0,98059,47.4745,-122.141,2180,11440,"yes","no","Renton"
"12663",150000,2,1,870,5700,1,0,0,4,6,870,0,1957,0,98056,47.498,-122.17,1020,5700,"yes","no","Renton"
"11079",365000,3,1.75,1290,7205,1.5,0,0,3,7,1290,0,1971,0,98034,47.7329,-122.237,1340,7214,"yes","no","Kirkland"
"3205",537000,4,4.25,4883,26040,2,0,3,3,10,3859,1024,2006,0,98092,47.263,-122.216,3736,9870,"yes","no","Auburn"
"4679",736000,4,2.5,2290,12047,2,0,0,4,9,2290,0,1988,0,98006,47.5599,-122.105,3130,15666,"yes","no","Bellevue"
"17723",241000,3,2,1520,7131,1,0,0,3,8,1520,0,1993,0,98023,47.3061,-122.361,1890,7379,"yes","no","Federal Way"
"10551",947500,4,2.25,3290,12329,1.5,0,0,4,10,3290,0,1968,0,98040,47.5639,-122.216,3170,12329,"yes","no","Mercer Island"
"15250",345000,3,1,1060,5600,1,0,0,4,6,760,300,1943,0,98146,47.5116,-122.379,1310,5600,"yes","no","Seattle"
"5125",245000,3,1.75,1720,9342,1,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540,"yes","no","Auburn"
"214",465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386,"yes","no","Auburn"
"18359",418000,5,2.5,1980,10205,1,0,0,4,7,1080,900,1929,0,98115,47.699,-122.307,1310,5413,"yes","no","Seattle"
"12352",1000000,5,3,3350,9450,2,0,0,5,8,2180,1170,1912,1980,98103,47.6705,-122.34,2660,4500,"yes","yes","Seattle"
"14464",930000,5,2,3530,9385,1.5,0,0,3,9,3530,0,1925,0,98144,47.5774,-122.285,4100,9203,"yes","no","Seattle"
"8154",183000,3,1.75,1330,9200,1,0,0,4,7,1330,0,1973,0,98092,47.2916,-122.185,1590,9200,"yes","no","Auburn"
"12523",355000,4,2.5,2040,8265,2,0,0,3,7,2040,0,1996,0,98146,47.4973,-122.341,2160,8265,"yes","no","Seattle"
"3046",445000,4,2.5,2170,5257,2,0,0,3,7,2170,0,1989,0,98115,47.6999,-122.305,1430,7528,"yes","no","Seattle"
"3678",245000,2,2,1070,4500,1,0,0,4,6,910,160,1932,0,98055,47.4896,-122.204,1280,4500,"yes","no","Renton"
"13284",415000,4,1.5,2700,14760,1.5,0,0,5,9,2700,0,1940,0,98022,47.1996,-122.003,1670,7200,"yes","no","Enumclaw"
"1625",750000,3,2.75,3010,206910,2,0,2,3,10,3010,0,2001,0,98045,47.4881,-121.721,1580,120675,"yes","no","North Bend"
"6179",769000,4,3.5,3010,6202,2,0,0,3,9,3010,0,2005,0,98029,47.5533,-121.993,2520,5001,"yes","no","Issaquah"
"20498",599950,3,2.5,1510,1493,3,0,0,3,8,1510,0,2014,0,98107,47.669,-122.402,1530,1357,"yes","no","Seattle"
"3822",1575000,5,3.75,4220,9240,2,0,2,5,11,3420,800,1991,0,98040,47.5895,-122.229,3380,9240,"yes","no","Mercer Island"
"15626",249950,5,2,1730,7375,1,0,0,4,6,1730,0,1944,0,98178,47.4953,-122.238,1550,7125,"yes","no","Seattle"
"11131",530000,3,1.75,1980,6760,1,0,0,4,8,1980,0,1973,0,98008,47.6398,-122.113,2120,7280,"yes","no","Bellevue"
"14115",275000,2,2.5,1340,5995,2,0,0,3,7,1340,0,1989,0,98028,47.7366,-122.233,1540,6616,"yes","no","Kenmore"
"2869",763101,3,1.75,1990,5560,1,0,0,4,7,1100,890,1939,0,98105,47.664,-122.287,1460,3706,"yes","no","Seattle"
"18943",187000,2,1,860,5400,1,0,0,4,5,860,0,1953,0,98056,47.492,-122.171,960,5400,"yes","no","Renton"
"11430",281000,3,1.75,1690,9826,1,0,0,4,7,1690,0,1988,0,98023,47.314,-122.365,1980,9826,"yes","no","Federal Way"
"16278",264950,3,1.5,1370,10115,1,0,0,4,7,1370,0,1957,0,98022,47.2027,-122,1450,9282,"yes","no","Enumclaw"
"11100",485000,3,2,1590,11222,1,0,0,4,7,1590,0,1948,0,98177,47.7762,-122.367,2160,16300,"yes","no","Seattle"
"16309",248500,3,2,1240,12285,1,0,0,3,7,620,620,1939,1991,98023,47.3219,-122.341,1560,11564,"yes","yes","Federal Way"
"6355",299900,2,1,810,6150,1,0,0,3,7,810,0,1950,0,98133,47.7289,-122.34,1080,7200,"yes","no","Seattle"
"16123",285000,3,1,1090,8640,1,0,0,4,6,1090,0,1973,0,98166,47.459,-122.355,1260,8400,"yes","no","Seattle"
"3845",216650,3,3.5,1540,1427,2,0,0,3,7,1360,180,2007,0,98109,47.542,-122.322,1220,4000,"yes","no","Seattle"
"4670",441500,3,2.5,2360,4670,2,0,0,3,7,2360,0,1998,0,98065,47.537,-121.871,2420,5620,"yes","no","Snoqualmie"
"14569",412000,3,1,1000,3844,1,0,0,5,7,900,100,1928,0,98133,47.7031,-122.349,1000,3920,"yes","no","Seattle"
"11070",299000,2,1,710,6732,1,0,0,5,6,710,0,1942,0,98126,47.5151,-122.372,710,6720,"yes","no","Seattle"
"18276",285000,1,1,1060,54846,1,1,4,3,5,1060,0,1935,0,98070,47.4716,-122.445,2258,31762,"yes","no","Vashon"
"18687",699950,3,2.5,2510,4106,2,0,0,3,9,2510,0,2003,0,98029,47.5494,-121.994,2470,4106,"yes","no","Issaquah"
"8280",330000,6,3.25,2120,6893,1,0,0,4,7,1060,1060,1983,0,98106,47.5508,-122.355,1380,6986,"yes","no","Seattle"
"8933",273000,3,2.25,2160,7964,2,0,0,3,8,2160,0,1991,0,98042,47.3622,-122.074,2000,7964,"yes","no","Kent"
"4278",220000,3,1.75,1230,7200,1,0,0,3,7,1230,0,1986,0,98023,47.2881,-122.363,1540,7210,"yes","no","Federal Way"
"2122",594000,3,2.25,2080,70567,2,0,0,3,8,2080,0,1990,0,98072,47.7221,-122.124,3730,43560,"yes","no","Woodinville"
"3911",408500,4,2.5,2720,7043,2,0,0,3,9,2720,0,2003,0,98092,47.3315,-122.169,2640,6958,"yes","no","Auburn"
"15832",970000,4,2.75,3980,9209,2,0,0,3,11,3980,0,2002,0,98074,47.6286,-122.064,3800,9333,"yes","no","Sammamish"
"12209",115000,1,2,1150,9812,1,0,0,4,7,1150,0,1962,0,98001,47.2951,-122.284,1200,9812,"yes","no","Auburn"
"357",300000,4,2.5,1910,4862,2,0,0,3,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091,"yes","no","Maple Valley"
"17544",336900,3,1.75,1780,120661,1,0,0,4,6,1780,0,1979,0,98019,47.7731,-121.897,1440,25000,"yes","no","Duvall"
"9088",575000,3,2,2150,3880,1,0,0,3,8,1080,1070,1951,0,98117,47.6814,-122.392,2130,4000,"yes","no","Seattle"
"19960",572800,3,2.5,3310,4682,2,0,0,3,9,2380,930,2015,0,98065,47.5201,-121.885,2660,5166,"yes","no","Snoqualmie"
"4536",1442500,3,2.25,2630,9705,2.5,0,2,4,8,2630,0,1987,0,98052,47.6485,-122.121,2640,14284,"yes","no","Redmond"
"90",335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,"yes","no","Seattle"
"19552",255000,3,2.25,1850,7151,2,0,0,3,7,1850,0,1989,0,98023,47.2843,-122.352,1710,6827,"yes","no","Federal Way"
"7752",725000,4,2.25,3440,14237,2,0,0,3,9,3440,0,1982,0,98077,47.7241,-122.065,3250,18365,"yes","no","Woodinville"
"15892",310000,3,1,1010,9945,1,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,"yes","no","Snoqualmie"
"3127",775000,4,3.25,4100,241322,2,0,0,3,9,2500,1600,1981,0,98072,47.7302,-122.096,3770,87821,"yes","no","Woodinville"
"16190",590000,3,2.5,2520,10223,2,0,0,3,10,2520,0,1988,0,98074,47.631,-122.042,2630,10091,"yes","no","Sammamish"
"17189",502000,4,2.25,2140,10943,1,0,0,3,7,1550,590,1977,0,98034,47.7271,-122.215,2350,9000,"yes","no","Kirkland"
"9617",655000,4,2.25,2060,8470,1,0,0,3,8,1440,620,1983,0,98006,47.5605,-122.124,2180,8978,"yes","no","Bellevue"
"8086",537000,4,2.5,1990,2660,2,0,0,3,8,1990,0,2012,0,98034,47.732,-122.178,1990,2665,"yes","no","Kirkland"
"4139",545000,4,3.5,1880,1341,3,0,0,3,8,1650,230,2007,0,98122,47.6053,-122.306,1740,1883,"yes","no","Seattle"
"10708",925500,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,1915,2002,98136,47.5374,-122.388,2140,5200,"yes","yes","Seattle"
"15176",350000,2,1.5,1070,937,3,0,0,3,8,1070,0,2003,0,98115,47.6761,-122.3,1100,3200,"yes","no","Seattle"
"3371",700000,4,2.25,2440,9450,1.5,0,0,3,7,2440,0,1947,2014,98125,47.7061,-122.307,1720,7503,"yes","yes","Seattle"
"279",455000,4,2.5,2210,49375,1,0,0,3,8,2210,0,1997,0,98038,47.3828,-122.071,2670,49385,"yes","no","Maple Valley"
"501",650000,4,2.5,3180,5438,2,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.864,3030,5335,"yes","no","Snoqualmie"
"13038",435000,3,2.25,1740,8491,1,0,0,3,8,1240,500,1958,0,98177,47.7758,-122.379,2080,8494,"yes","no","Seattle"
"6523",527000,4,2.25,2380,5250,1,0,0,4,7,1410,970,1961,0,98008,47.6164,-122.115,2150,8560,"yes","no","Bellevue"
"2888",520000,3,2.25,2510,43995,2,0,0,3,8,2510,0,1981,0,98027,47.4545,-121.988,2470,48351,"yes","no","Issaquah"
"7622",339000,3,1,1100,4128,1,0,0,4,7,720,380,1942,0,98126,47.5296,-122.379,1510,4538,"yes","no","Seattle"
"18647",247500,3,1,1660,11060,1,0,0,4,7,1110,550,1962,0,98003,47.3311,-122.326,1890,11060,"yes","no","Federal Way"
"2124",725500,4,2.5,2790,74495,2,0,0,3,9,2790,0,1997,0,98053,47.6628,-122.056,2790,24643,"yes","no","Redmond"
"21392",269950,3,2.5,2244,4079,2,0,0,3,7,2244,0,2012,0,98001,47.2606,-122.254,2077,4078,"yes","no","Auburn"
"2365",500000,4,1.75,2290,9215,1,0,0,5,8,1270,1020,1969,0,98027,47.5328,-122.051,2290,10200,"yes","no","Issaquah"
"19111",715000,4,2.5,2570,7980,2,0,0,3,9,2570,0,1998,0,98074,47.6378,-122.065,2760,6866,"yes","no","Sammamish"
"10467",265000,3,1,1620,9450,1.5,0,0,3,7,1620,0,1928,0,98168,47.5136,-122.313,2070,11970,"yes","no","Seattle"
"15252",468000,4,1.75,2250,8580,1,0,0,4,7,1330,920,1958,0,98011,47.7633,-122.199,2250,10032,"yes","no","Bothell"
"8550",409000,3,1.75,1440,9065,1,0,0,4,8,1440,0,1972,0,98133,47.7163,-122.333,1990,8812,"yes","no","Seattle"
"1135",303000,3,2.5,1560,4100,2,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400,"yes","no","Renton"
"18648",385000,4,2.75,2700,37011,2,0,0,3,9,2700,0,1984,0,98042,47.3496,-122.088,2700,37457,"yes","no","Kent"
"19386",240000,3,2,1553,6550,1,0,0,3,7,1553,0,1900,2001,98022,47.2056,-121.994,1010,10546,"yes","yes","Enumclaw"
"17358",435000,2,1,2240,7200,1,0,0,4,7,1120,1120,1940,0,98118,47.5631,-122.271,1390,6000,"yes","no","Seattle"
"19562",321000,4,2.25,1800,4500,2,0,0,4,8,1800,0,2004,0,98031,47.394,-122.183,2010,5050,"yes","no","Kent"
"21151",1399950,4,2.75,3870,10046,2,0,0,3,11,3870,0,2005,0,98033,47.6651,-122.191,3560,10046,"yes","no","Kirkland"
"21315",458000,4,3.5,3217,4000,2,0,0,3,8,2587,630,2008,0,98055,47.4483,-122.203,2996,5418,"yes","no","Renton"
"11761",590000,4,2.75,2240,5400,2,0,0,4,7,1540,700,1940,0,98116,47.5785,-122.402,1830,5000,"yes","no","Seattle"
"8416",710000,4,2.5,2870,11304,2,0,0,3,9,2870,0,1980,0,98006,47.5547,-122.154,2690,9940,"yes","no","Bellevue"
"6720",244500,2,1,910,9000,1,0,0,3,5,910,0,1923,0,98065,47.526,-121.81,1290,9000,"yes","no","Snoqualmie"
"642",305000,4,2.5,2250,9091,1,0,0,3,7,1340,910,1982,0,98001,47.336,-122.269,1540,7802,"yes","no","Auburn"
"18940",90000,3,1,980,2490,2,0,0,4,6,980,0,1969,0,98092,47.317,-122.182,980,3154,"yes","no","Auburn"
"13036",300000,3,1,1260,5000,1,0,0,4,6,1260,0,1968,0,98014,47.6492,-121.915,1180,7500,"yes","no","Carnation"
"19799",387865,3,2.5,2370,4200,2,0,0,3,8,2370,0,2014,0,98038,47.3696,-122.018,2370,4200,"yes","no","Maple Valley"
"82",360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,"yes","no","Maple Valley"
"10268",270000,4,1.75,1850,7350,1,0,0,3,7,1050,800,1965,0,98001,47.3413,-122.277,1450,7250,"yes","no","Auburn"
"20652",715000,5,3,3490,6091,2,0,0,3,9,3490,0,2009,0,98011,47.7744,-122.225,2870,5932,"yes","no","Bothell"
"3904",978500,3,2.25,2060,7080,2,0,0,3,9,1800,260,1940,0,98199,47.6455,-122.409,3070,7500,"yes","no","Seattle"
"19339",628990,4,2.5,2540,32647,2,0,0,3,9,2540,0,1996,0,98053,47.6324,-121.988,2740,32647,"yes","no","Redmond"
"8368",370000,4,2.75,3150,67518,1,0,0,4,9,2250,900,1965,0,98092,47.3382,-122.196,2210,32391,"yes","no","Auburn"
"18816",567500,4,1.75,2190,5060,1,0,0,3,7,1190,1000,1950,0,98116,47.5846,-122.387,1510,4600,"yes","no","Seattle"
"13068",252000,3,2.25,1670,7881,1,0,0,4,7,1190,480,1977,0,98031,47.4105,-122.18,1870,7820,"yes","no","Kent"
"1093",730000,5,1.75,2690,21357,1,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539,"yes","no","Bellevue"
"14780",860000,3,1.75,2600,15064,1,0,0,4,8,1700,900,1967,0,98004,47.64,-122.204,2940,14984,"yes","no","Bellevue"
"2706",239950,5,1,1460,6032,2,0,0,4,6,1460,0,1941,0,98168,47.487,-122.282,1060,10300,"yes","no","Seattle"
"6337",400000,3,1.75,1530,10731,1,0,0,3,7,1530,0,1986,0,98028,47.7655,-122.244,2100,12593,"yes","no","Kenmore"
"3949",355000,3,1.75,1460,7203,1,0,0,3,7,1460,0,1990,0,98056,47.5049,-122.189,1570,7203,"yes","no","Renton"
"12814",560000,3,2.5,2840,216493,2,0,0,3,9,2840,0,1991,0,98014,47.702,-121.892,2820,175111,"yes","no","Carnation"
"10695",704000,3,1,1140,6120,1.5,0,0,3,7,1140,0,1926,0,98115,47.6822,-122.309,1800,4080,"yes","no","Seattle"
"6629",850000,4,2.75,5440,239580,1,0,0,2,9,2720,2720,1969,0,98001,47.354,-122.293,1970,40392,"no","no","Auburn"
"11397",299880,3,2.5,1460,3044,2,0,0,3,7,1460,0,2000,0,98108,47.544,-122.296,1490,3044,"yes","no","Seattle"
"8569",750000,5,2.5,3120,15593,2,0,4,3,11,3120,0,1986,0,98074,47.6142,-122.065,3390,17003,"yes","no","Sammamish"
"3647",267000,3,1,1740,10875,1,0,0,4,7,1020,720,1962,0,98188,47.4682,-122.283,1470,8532,"yes","no","Seattle"
"7633",540000,4,1.75,2260,19500,1,0,2,3,8,1450,810,1971,0,98074,47.6555,-122.086,2980,19500,"yes","no","Sammamish"
"17519",265000,2,1,820,8423,1,0,2,3,6,820,0,1957,0,98055,47.4741,-122.2,1960,9140,"yes","no","Renton"
"109",680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,"yes","no","Woodinville"
"20642",384950,4,2.5,2380,4913,2,0,0,3,8,2380,0,2006,0,98038,47.3607,-122.038,2580,5311,"yes","no","Maple Valley"
"19090",299500,3,1.75,1880,11700,1,0,0,4,7,1880,0,1968,0,98092,47.3213,-122.187,2230,35200,"yes","no","Auburn"
"10319",800000,4,2.75,4600,322188,1,0,4,3,10,2400,2200,1989,0,98045,47.4626,-121.739,3740,114562,"yes","no","North Bend"
"5805",272000,4,2.25,1880,6160,2,0,0,3,7,1880,0,1993,0,98023,47.3214,-122.347,1580,6405,"yes","no","Federal Way"
"9610",339950,5,2,1890,6050,2,0,0,4,7,1890,0,1944,0,98178,47.5018,-122.242,1170,6050,"yes","no","Seattle"
"7691",415000,4,2,1960,10559,2,0,0,4,7,1960,0,1955,0,98133,47.7494,-122.337,1580,7769,"yes","no","Seattle"
"9168",338000,4,2.5,2370,10631,2,0,0,3,8,2370,0,1999,0,98003,47.3473,-122.302,2200,8297,"yes","no","Federal Way"
"7629",645000,3,2,2130,4000,2,0,0,3,7,2130,0,1908,0,98115,47.6741,-122.323,2010,4000,"yes","no","Seattle"
"18333",130000,3,1,1200,7000,2,0,0,1,7,1200,0,1908,0,98116,47.5883,-122.384,3290,6000,"no","no","Seattle"
"7049",390000,4,3,2860,5724,1,0,0,3,7,1730,1130,1983,0,98108,47.5427,-122.302,2340,7200,"yes","no","Seattle"
"19781",538000,3,2.5,3010,7014,2,0,0,3,8,3010,0,2009,0,98059,47.4949,-122.149,3030,6180,"yes","no","Renton"
"5515",421000,3,2.5,2890,21780,2,0,0,3,8,2890,0,2000,0,98188,47.4326,-122.286,2120,8117,"yes","no","Seattle"
"5679",575000,3,1.75,1720,5956,2,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,9324,"yes","no","Kirkland"
"5074",859000,3,2.5,2920,434728,2,0,3,4,8,2920,0,1999,0,98042,47.3809,-122.13,3150,55216,"yes","no","Kent"
"6926",345000,3,1.75,1240,38095,1,0,0,3,7,1240,0,1978,0,98053,47.6522,-121.97,2060,38552,"yes","no","Redmond"
